cv_auc_oof,fold_auc_mean,fold_auc_std,best_threshold,best_f1,gender_di_ratio_passrate
0.7556840838369158,0.7557185509581773,0.004432309809649129,0.15621925466437414,0.30978403427424783,0.8138512967048528
